mobile_number,activity,day,month,time(hour),time(minute),duration(seconds),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
78946130667,2,27,1,20,40,3277,222,0,0,550,1,7,16
78946130667,7,28,1,7,47,2310,0,0,0,603,60,7,3
33196935619,9,16,2,13,6,3254,0,0,0,715,1000,7,8
33196935619,10,17,2,23,35,2562,0,0,0,713,60,7,8
33196935619,8,18,2,18,34,3419,0,0,0,714,1250,7,7
33196935619,9,19,2,15,57,975,0,0,0,715,2000,7,9
33196935619,8,20,2,14,16,574,0,0,0,714,1000,7,12
58986468313,11,10,11,20,59,1110,0,0,0,711,450,6,5
58986468313,2,11,11,3,58,2448,180,0,0,189,1,6,5
58986468313,2,12,11,23,10,2448,173,0,0,306,1,6,4
58986468313,5,13,11,18,30,127,0,0,0,703,750,6,11
58986468313,1,14,11,14,11,2328,0,0,0,705,2000,6,15
11804622211,4,28,3,8,22,2319,0,0,0,701,200,2,6
11804622211,6,29,3,15,28,3115,0,0,0,712,450,2,14
11804622211,8,30,3,7,42,2714,0,0,0,714,750,2,6
11804622211,3,31,3,8,31,555,0,3,200,708,0,2,16
11804622211,7,1,4,0,34,649,0,0,0,429,80,2,8
51817011690,10,12,10,21,9,2836,0,0,0,704,30,7,13
51817011690,10,13,10,14,36,1125,0,0,0,713,120,7,16
51817011690,5,14,10,12,11,1345,0,0,0,703,250,7,2
51817011690,8,15,10,13,37,873,0,0,0,714,1000,7,14
51817011690,5,16,10,16,28,1910,0,0,0,703,500,7,10
13314447864,4,6,12,2,33,527,0,0,0,702,200,15,8
13314447864,7,7,12,8,47,578,0,0,0,198,40,15,3
13314447864,5,8,12,16,47,3396,0,0,0,703,750,15,13
13314447864,3,9,12,0,26,1189,0,1,150,708,0,15,8
13314447864,9,10,12,2,55,1723,0,0,0,715,1000,15,13
72548042844,5,13,1,0,49,3433,0,0,0,703,500,14,9
72548042844,9,14,1,18,46,3014,0,0,0,715,4000,14,2
72548042844,11,15,1,7,57,3126,0,0,0,707,750,14,10
72548042844,10,16,1,11,29,628,0,0,0,704,90,14,7
72548042844,3,17,1,15,35,1968,0,3,10,708,0,14,14
47905400747,2,13,3,21,16,2710,207,0,0,613,1,4,10
47905400747,8,14,3,22,10,2177,0,0,0,714,1250,4,7
47905400747,9,15,3,12,18,135,0,0,0,715,4000,4,8
47905400747,8,16,3,12,20,2572,0,0,0,714,1000,4,1
47905400747,10,17,3,20,51,1706,0,0,0,704,30,4,6
18450089251,8,13,9,14,56,3531,0,0,0,714,750,9,13
18450089251,8,14,9,20,22,51,0,0,0,714,250,9,2
18450089251,11,15,9,2,22,1745,0,0,0,711,300,9,6
18450089251,8,16,9,6,18,2228,0,0,0,714,1000,9,3
18450089251,2,17,9,3,59,1762,78,0,0,25,0,9,9
48555551364,2,7,1,1,18,1119,55,0,0,415,0,16,6
48555551364,7,8,1,11,8,2599,0,0,0,540,80,16,3
48555551364,9,9,1,0,32,2744,0,0,0,715,4000,16,1
48555551364,2,10,1,16,16,1119,227,0,0,588,1,16,3
48555551364,11,11,1,18,31,1625,0,0,0,711,150,16,10
24656187974,7,19,12,9,19,2605,0,0,0,208,20,8,16
24656187974,7,20,12,22,0,399,0,0,0,315,20,8,5
24656187974,8,21,12,12,56,2361,0,0,0,714,250,8,2
24656187974,2,22,12,9,55,1172,237,0,0,609,1,8,16
24656187974,2,23,12,1,8,1172,112,0,0,651,0,8,3
32068194813,4,8,1,22,19,1526,0,0,0,702,50,11,16
32068194813,1,9,1,2,3,2901,0,0,0,706,2000,11,9
32068194813,9,10,1,14,35,2137,0,0,0,715,2000,11,9
32068194813,4,11,1,15,52,2954,0,0,0,702,150,11,7
32068194813,5,12,1,15,56,1326,0,0,0,703,1000,11,16
46574189405,9,7,1,17,9,834,0,0,0,715,5000,6,3
46574189405,4,8,1,4,6,354,0,0,0,702,50,6,6
46574189405,11,9,1,17,50,3332,0,0,0,707,300,6,16
46574189405,10,10,1,12,59,743,0,0,0,704,90,6,13
46574189405,4,11,1,8,47,215,0,0,0,701,150,6,5
70025144584,7,31,3,7,15,2365,0,0,0,435,60,9,14
70025144584,11,1,4,8,20,3262,0,0,0,707,750,9,2
70025144584,4,2,4,22,20,633,0,0,0,702,150,9,6
70025144584,2,3,4,14,30,1307,215,0,0,136,1,9,11
70025144584,8,4,4,1,45,1162,0,0,0,714,1000,9,6
44144602134,4,22,7,14,30,1318,0,0,0,702,150,10,7
44144602134,9,23,7,4,8,686,0,0,0,715,3000,10,3
44144602134,1,24,7,8,2,1477,0,0,0,706,500,10,6
44144602134,10,25,7,18,40,3195,0,0,0,713,150,10,8
44144602134,5,26,7,13,40,3470,0,0,0,703,250,10,13
85213539808,2,6,10,20,16,36,198,0,0,258,1,8,3
85213539808,10,7,10,19,55,1160,0,0,0,713,30,8,11
85213539808,5,8,10,18,24,3169,0,0,0,703,750,8,13
85213539808,1,9,10,16,42,1910,0,0,0,706,2500,8,2
85213539808,3,10,10,19,38,331,0,4,20,708,0,8,4
43167927162,10,22,2,1,56,2240,0,0,0,704,90,12,8
43167927162,11,23,2,5,58,1531,0,0,0,707,750,12,13
43167927162,9,24,2,3,52,3496,0,0,0,715,5000,12,10
43167927162,3,25,2,4,33,283,0,3,100,708,0,12,16
43167927162,3,26,2,13,56,364,0,3,50,708,0,12,12
44375592524,4,9,7,14,7,3197,0,0,0,702,50,4,8
44375592524,9,10,7,20,46,1697,0,0,0,715,4000,4,9
44375592524,11,11,7,3,37,550,0,0,0,711,600,4,12
44375592524,3,12,7,15,25,1510,0,3,20,708,0,4,16
44375592524,8,13,7,5,13,1850,0,0,0,714,750,4,11
66021281921,4,13,3,1,29,2968,0,0,0,702,50,7,10
66021281921,7,14,3,20,24,2709,0,0,0,411,60,7,15
66021281921,8,15,3,20,23,3509,0,0,0,714,1250,7,8
66021281921,5,16,3,1,50,1205,0,0,0,703,250,7,2
66021281921,4,17,3,11,20,17,0,0,0,702,100,7,11
68375224131,7,7,2,17,40,2336,0,0,0,418,40,8,11
68375224131,6,8,2,2,48,3018,0,0,0,710,750,8,15
68375224131,1,9,2,22,38,1831,0,0,0,705,1500,8,7
68375224131,11,10,2,12,59,1456,0,0,0,707,150,8,11
68375224131,9,11,2,11,58,3329,0,0,0,715,1000,8,6
34104824147,1,12,12,18,31,3455,0,0,0,706,1500,9,8
34104824147,4,13,12,9,47,325,0,0,0,702,150,9,15
34104824147,10,14,12,22,46,3552,0,0,0,704,30,9,7
34104824147,3,15,12,12,24,1245,0,2,5,708,0,9,8
34104824147,7,16,12,2,9,1919,0,0,0,540,80,9,9
87101306033,11,6,5,12,58,3125,0,0,0,707,600,1,3
87101306033,8,7,5,1,49,155,0,0,0,714,1250,1,12
87101306033,11,8,5,4,5,3203,0,0,0,707,600,1,7
87101306033,3,9,5,8,39,1492,0,3,200,708,0,1,8
87101306033,9,10,5,9,10,1298,0,0,0,715,2000,1,2
80749699012,4,6,5,9,47,2626,0,0,0,702,100,6,14
80749699012,10,7,5,10,36,1945,0,0,0,713,30,6,3
80749699012,10,8,5,4,42,3101,0,0,0,704,60,6,15
80749699012,9,9,5,5,46,2981,0,0,0,715,4000,6,10
80749699012,8,10,5,17,3,1929,0,0,0,714,250,6,3
43396259936,5,11,12,8,19,124,0,0,0,703,250,11,12
43396259936,7,12,12,2,25,2576,0,0,0,318,60,11,6
43396259936,9,13,12,5,22,3590,0,0,0,715,4000,11,10
43396259936,5,14,12,13,49,3353,0,0,0,703,500,11,2
43396259936,11,15,12,1,17,1632,0,0,0,707,600,11,6
11016532592,9,3,11,6,54,1478,0,0,0,715,4000,3,12
11016532592,4,4,11,11,44,52,0,0,0,701,100,3,12
11016532592,9,5,11,3,31,2582,0,0,0,715,4000,3,14
11016532592,10,6,11,16,14,1257,0,0,0,713,120,3,6
11016532592,2,7,11,13,14,0,156,0,0,650,1,3,5
93032639540,8,1,2,6,38,3506,0,0,0,714,250,2,15
93032639540,8,2,2,19,36,245,0,0,0,714,500,2,10
93032639540,7,3,2,18,2,2239,0,0,0,560,40,2,11
93032639540,8,4,2,7,13,981,0,0,0,714,1000,2,1
93032639540,9,5,2,19,47,839,0,0,0,715,2000,2,5
60866014819,10,13,11,1,24,2442,0,0,0,713,60,12,9
60866014819,2,14,11,5,6,0,239,0,0,250,1,12,5
60866014819,6,15,11,18,54,885,0,0,0,712,300,12,9
60866014819,9,16,11,12,55,1235,0,0,0,715,3000,12,1
60866014819,11,17,11,22,1,2061,0,0,0,711,450,12,15
48096559657,4,28,5,9,8,3315,0,0,0,702,200,2,8
48096559657,3,29,5,8,4,1222,0,3,150,708,0,2,9
48096559657,1,30,5,19,1,1940,0,0,0,705,1000,2,5
48096559657,10,31,5,15,29,758,0,0,0,704,150,2,3
48096559657,7,1,6,18,45,155,0,0,0,164,100,2,6
33426899843,1,27,6,13,27,2850,0,0,0,706,2500,13,6
33426899843,3,28,6,14,1,2262,0,1,10,708,0,13,12
33426899843,11,29,6,6,12,895,0,0,0,707,750,13,12
33426899843,2,30,6,0,15,3204,187,0,0,510,1,13,7
33426899843,9,1,7,14,6,1966,0,0,0,715,1000,13,4
70141521825,11,26,5,4,25,840,0,0,0,711,600,2,4
70141521825,4,27,5,13,37,3084,0,0,0,701,200,2,16
70141521825,8,28,5,5,26,748,0,0,0,714,1000,2,9
70141521825,4,29,5,17,13,2490,0,0,0,701,150,2,14
70141521825,2,30,5,10,58,2557,228,0,0,162,1,2,11
23272540985,10,12,2,2,54,2373,0,0,0,704,60,5,15
23272540985,8,13,2,4,52,169,0,0,0,714,1000,5,14
23272540985,11,14,2,0,55,2072,0,0,0,711,150,5,12
23272540985,4,15,2,0,23,3241,0,0,0,702,200,5,5
23272540985,8,16,2,12,30,3546,0,0,0,714,1250,5,3
50339249194,5,12,1,18,45,1254,0,0,0,703,1250,12,10
50339249194,7,13,1,21,58,845,0,0,0,248,40,12,4
50339249194,9,14,1,18,36,2938,0,0,0,715,2000,12,4
50339249194,3,15,1,7,4,150,0,3,50,708,0,12,15
50339249194,3,16,1,13,59,2081,0,3,20,708,0,12,7
86270187965,4,4,9,10,51,587,0,0,0,702,250,10,2
86270187965,8,5,9,11,58,173,0,0,0,714,500,10,1
86270187965,1,6,9,12,42,2435,0,0,0,705,2500,10,11
86270187965,9,7,9,15,10,2062,0,0,0,715,5000,10,7
86270187965,2,8,9,7,26,0,122,0,0,319,0,10,7
81983701615,10,29,10,3,10,150,0,0,0,704,30,7,2
81983701615,2,30,10,5,54,2922,201,0,0,385,1,7,12
81983701615,1,31,10,4,43,3544,0,0,0,706,2500,7,15
81983701615,7,1,11,7,57,3044,0,0,0,479,20,7,1
81983701615,6,2,11,13,2,3451,0,0,0,709,750,7,1
11273905935,4,22,7,8,0,3266,0,0,0,702,200,3,4
11273905935,1,23,7,15,15,1157,0,0,0,705,500,3,4
11273905935,9,24,7,3,26,3553,0,0,0,715,2000,3,2
11273905935,8,25,7,21,0,1395,0,0,0,714,500,3,9
11273905935,3,26,7,22,18,1924,0,3,5,708,0,3,6
69548626945,9,23,5,13,24,1420,0,0,0,715,4000,9,4
69548626945,1,24,5,4,28,265,0,0,0,705,500,9,11
69548626945,11,25,5,12,40,190,0,0,0,711,750,9,9
69548626945,5,26,5,6,38,2684,0,0,0,703,1250,9,3
69548626945,11,27,5,0,24,2116,0,0,0,711,300,9,2
92387735495,6,12,8,22,23,540,0,0,0,709,150,3,12
92387735495,4,13,8,8,9,1777,0,0,0,702,250,3,7
92387735495,5,14,8,3,20,634,0,0,0,703,750,3,16
92387735495,4,15,8,1,57,2610,0,0,0,701,150,3,2
92387735495,3,16,8,23,29,2754,0,4,200,708,0,3,13
38405067453,7,26,11,9,24,1815,0,0,0,675,20,11,6
38405067453,3,27,11,9,47,560,0,2,10,708,0,11,14
38405067453,1,28,11,18,19,3414,0,0,0,706,2500,11,10
38405067453,9,29,11,4,39,2664,0,0,0,715,2000,11,10
38405067453,6,30,11,10,39,989,0,0,0,712,750,11,12
31459779280,1,22,8,9,29,1288,0,0,0,706,2000,4,13
31459779280,2,23,8,22,33,560,194,0,0,116,1,4,9
31459779280,2,24,8,11,34,560,128,0,0,684,1,4,14
31459779280,9,25,8,22,9,2021,0,0,0,715,3000,4,6
31459779280,3,26,8,12,18,3198,0,4,20,708,0,4,16
26426837618,11,18,7,23,47,2294,0,0,0,711,300,12,4
26426837618,7,19,7,7,32,3288,0,0,0,142,80,12,7
26426837618,8,20,7,14,44,680,0,0,0,714,750,12,16
26426837618,11,21,7,16,13,451,0,0,0,707,600,12,4
26426837618,6,22,7,19,57,1338,0,0,0,710,450,12,14
42852620533,1,20,6,7,57,322,0,0,0,706,2000,10,16
42852620533,9,21,6,18,59,2752,0,0,0,715,3000,10,9
42852620533,10,22,6,0,8,585,0,0,0,704,60,10,1
42852620533,4,23,6,0,4,27,0,0,0,701,150,10,7
42852620533,5,24,6,3,10,1350,0,0,0,703,1250,10,11
22755758585,4,26,8,17,44,2085,0,0,0,701,100,5,2
22755758585,4,27,8,6,24,560,0,0,0,702,150,5,2
22755758585,5,28,8,0,40,2220,0,0,0,703,1250,5,6
22755758585,7,29,8,3,28,440,0,0,0,471,20,5,3
22755758585,2,30,8,8,17,2451,218,0,0,81,1,5,12
88648605450,8,8,5,3,42,3097,0,0,0,714,750,10,14
88648605450,3,9,5,16,19,2313,0,1,10,708,0,10,13
88648605450,10,10,5,2,16,670,0,0,0,704,60,10,13
88648605450,2,11,5,17,58,2609,188,0,0,100,1,10,11
88648605450,2,12,5,6,32,2609,93,0,0,382,0,10,2
50480737955,7,29,12,3,6,2983,0,0,0,522,40,5,7
50480737955,7,30,12,12,38,3124,0,0,0,187,20,5,11
50480737955,8,31,12,13,54,2395,0,0,0,714,750,5,14
50480737955,3,1,1,2,8,1460,0,4,5,708,0,5,6
50480737955,8,2,1,21,55,3486,0,0,0,714,1000,5,12
28656077148,1,15,3,2,56,3394,0,0,0,706,2000,7,13
28656077148,10,16,3,1,59,3423,0,0,0,704,120,7,13
28656077148,7,17,3,15,13,2498,0,0,0,78,40,7,4
28656077148,7,18,3,15,11,1771,0,0,0,673,20,7,9
28656077148,7,19,3,20,11,1145,0,0,0,569,60,7,12
76301575798,10,14,12,4,46,3508,0,0,0,713,30,2,4
76301575798,5,15,12,3,0,1894,0,0,0,703,250,2,15
76301575798,4,16,12,4,40,946,0,0,0,701,250,2,13
76301575798,3,17,12,14,18,2223,0,2,50,708,0,2,4
76301575798,1,18,12,21,28,2256,0,0,0,705,2500,2,10
33714569344,11,1,4,22,5,1112,0,0,0,711,450,9,8
33714569344,8,2,4,17,50,2202,0,0,0,714,500,9,16
33714569344,6,3,4,10,54,3133,0,0,0,710,450,9,13
33714569344,8,4,4,2,16,1960,0,0,0,714,1000,9,16
33714569344,8,5,4,8,50,2043,0,0,0,714,1000,9,11
94030271974,7,3,4,19,43,1299,0,0,0,293,80,10,8
94030271974,3,4,4,4,1,1222,0,2,100,708,0,10,12
94030271974,8,5,4,8,16,1963,0,0,0,714,250,10,9
94030271974,3,6,4,5,40,1673,0,1,200,708,0,10,2
94030271974,3,7,4,3,6,1585,0,4,20,708,0,10,8
79663877657,1,1,4,22,29,492,0,0,0,705,1000,7,16
79663877657,5,2,4,0,44,2684,0,0,0,703,250,7,9
79663877657,11,3,4,19,9,1062,0,0,0,711,450,7,14
79663877657,9,4,4,17,52,1015,0,0,0,715,4000,7,4
79663877657,3,5,4,21,20,1127,0,3,150,708,0,7,14
39162912709,3,7,6,16,39,1636,0,4,100,708,0,14,6
39162912709,3,8,6,8,15,471,0,2,50,708,0,14,16
39162912709,9,9,6,13,4,2474,0,0,0,715,1000,14,12
39162912709,6,10,6,8,23,2134,0,0,0,712,450,14,10
39162912709,9,11,6,9,44,2066,0,0,0,715,1000,14,12
75073728113,7,27,6,1,7,754,0,0,0,376,40,16,7
75073728113,7,28,6,4,54,847,0,0,0,164,60,16,13
75073728113,1,29,6,1,47,3254,0,0,0,705,500,16,2
75073728113,9,30,6,1,24,858,0,0,0,715,5000,16,2
75073728113,11,1,7,11,53,1364,0,0,0,707,150,16,2
93731594051,1,13,10,23,24,613,0,0,0,706,1500,8,10
93731594051,2,14,10,11,31,0,98,0,0,667,0,8,3
93731594051,2,15,10,18,16,0,80,0,0,506,0,8,15
93731594051,1,16,10,7,58,295,0,0,0,706,1500,8,13
93731594051,8,17,10,5,0,2883,0,0,0,714,500,8,13
75451043735,1,3,6,19,3,1545,0,0,0,706,1000,4,13
75451043735,5,4,6,16,6,3293,0,0,0,703,1000,4,16
75451043735,11,5,6,6,32,3394,0,0,0,707,600,4,7
75451043735,2,6,6,8,6,2672,207,0,0,397,1,4,15
75451043735,10,7,6,1,3,1341,0,0,0,713,30,4,4
62153175965,10,14,8,12,45,1472,0,0,0,704,60,15,1
62153175965,4,15,8,0,18,2464,0,0,0,702,250,15,10
62153175965,9,16,8,23,18,3152,0,0,0,715,2000,15,10
62153175965,5,17,8,4,22,1952,0,0,0,703,1000,15,11
62153175965,11,18,8,8,10,396,0,0,0,711,750,15,16
37326641015,4,25,8,8,59,2140,0,0,0,701,250,13,14
37326641015,1,26,8,16,40,2985,0,0,0,706,1500,13,16
37326641015,7,27,8,23,4,586,0,0,0,305,20,13,13
37326641015,1,28,8,11,45,2927,0,0,0,706,1500,13,16
37326641015,9,29,8,13,13,2527,0,0,0,715,5000,13,14
76352928096,6,18,9,9,6,1726,0,0,0,709,300,2,5
76352928096,1,19,9,18,26,3469,0,0,0,705,1500,2,5
76352928096,6,20,9,3,40,1113,0,0,0,710,750,2,10
76352928096,6,21,9,22,56,431,0,0,0,709,300,2,16
76352928096,6,22,9,18,30,3259,0,0,0,709,600,2,4
78889626557,5,27,1,23,10,2829,0,0,0,703,1250,7,10
78889626557,11,28,1,11,20,1218,0,0,0,711,300,7,15
78889626557,10,29,1,0,8,366,0,0,0,713,150,7,16
78889626557,5,30,1,3,54,1682,0,0,0,703,1250,7,11
78889626557,5,31,1,15,16,2687,0,0,0,703,250,7,3
56607687892,10,28,5,9,31,270,0,0,0,704,60,3,3
56607687892,2,29,5,21,19,1418,239,0,0,493,1,3,10
56607687892,2,30,5,3,26,1418,104,0,0,63,0,3,1
56607687892,7,31,5,15,10,882,0,0,0,335,20,3,1
56607687892,2,1,6,4,20,1418,159,0,0,19,1,3,5
76542108534,10,29,4,16,16,3543,0,0,0,713,120,8,7
76542108534,4,30,4,7,9,1752,0,0,0,701,150,8,13
76542108534,1,1,5,23,46,385,0,0,0,705,500,8,14
76542108534,9,2,5,22,10,232,0,0,0,715,2000,8,1
76542108534,10,3,5,8,54,1512,0,0,0,713,120,8,5
27327384911,8,26,4,22,29,3455,0,0,0,714,1000,5,13
27327384911,7,27,4,20,23,2199,0,0,0,307,60,5,7
27327384911,11,28,4,2,55,2009,0,0,0,707,750,5,13
27327384911,11,29,4,7,46,159,0,0,0,707,750,5,15
27327384911,1,30,4,5,52,2726,0,0,0,705,2000,5,8
87207517034,4,9,3,19,52,3339,0,0,0,702,250,5,15
87207517034,4,10,3,13,45,3062,0,0,0,702,200,5,2
87207517034,10,11,3,9,37,229,0,0,0,713,150,5,11
87207517034,4,12,3,22,4,3035,0,0,0,701,150,5,7
87207517034,6,13,3,20,43,148,0,0,0,709,300,5,12
68549530965,11,6,9,17,37,2938,0,0,0,707,300,16,3
68549530965,9,7,9,15,52,3082,0,0,0,715,5000,16,11
68549530965,3,8,9,1,27,58,0,1,200,708,0,16,14
68549530965,10,9,9,19,43,1409,0,0,0,713,150,16,5
68549530965,8,10,9,7,0,2707,0,0,0,714,1000,16,5
96766045391,8,10,5,4,53,1738,0,0,0,714,750,11,13
96766045391,3,11,5,0,55,3052,0,1,200,708,0,11,7
96766045391,8,12,5,22,56,3214,0,0,0,714,1000,11,8
96766045391,8,13,5,4,27,2704,0,0,0,714,1250,11,4
96766045391,1,14,5,4,20,1666,0,0,0,705,2000,11,10
84380976592,8,15,7,13,54,1061,0,0,0,714,500,12,8
84380976592,10,16,7,12,38,125,0,0,0,704,120,12,3
84380976592,5,17,7,23,54,1298,0,0,0,703,1250,12,3
84380976592,3,18,7,4,54,1214,0,3,20,708,0,12,7
84380976592,2,19,7,10,49,1392,179,0,0,562,1,12,13
84679081894,7,6,3,6,16,612,0,0,0,663,40,15,15
84679081894,6,7,3,4,10,385,0,0,0,712,750,15,6
84679081894,2,8,3,14,39,1512,149,0,0,539,1,15,7
84679081894,3,9,3,11,23,2866,0,4,50,708,0,15,7
84679081894,5,10,3,6,30,3591,0,0,0,703,1250,15,6
70630502330,10,21,12,13,25,2910,0,0,0,713,120,12,6
70630502330,4,22,12,21,48,1473,0,0,0,701,250,12,10
70630502330,1,23,12,19,59,187,0,0,0,706,2000,12,14
70630502330,5,24,12,22,39,1943,0,0,0,703,1250,12,14
70630502330,3,25,12,20,18,1743,0,3,100,708,0,12,11
14655971314,8,10,12,11,36,3193,0,0,0,714,500,16,6
14655971314,11,11,12,10,46,2574,0,0,0,707,300,16,4
14655971314,8,12,12,4,19,1748,0,0,0,714,1250,16,13
14655971314,11,13,12,13,41,1873,0,0,0,711,150,16,16
14655971314,4,14,12,4,40,325,0,0,0,701,100,16,3
88643391239,2,5,6,9,50,2874,169,0,0,435,1,2,4
88643391239,10,6,6,17,44,292,0,0,0,713,90,2,2
88643391239,1,7,6,10,44,2946,0,0,0,705,500,2,14
88643391239,10,8,6,0,5,2844,0,0,0,713,120,2,8
88643391239,2,9,6,2,43,2874,88,0,0,148,0,2,10
70436181809,2,7,6,17,16,2960,113,0,0,393,0,7,11
70436181809,5,8,6,10,35,2825,0,0,0,703,250,7,11
70436181809,10,9,6,12,26,1026,0,0,0,704,60,7,3
70436181809,1,10,6,16,30,82,0,0,0,706,2000,7,16
70436181809,7,11,6,13,22,3258,0,0,0,197,60,7,5
86956982750,7,9,11,0,16,388,0,0,0,49,80,15,7
86956982750,2,10,11,19,6,1420,67,0,0,143,0,15,4
86956982750,9,11,11,22,2,3150,0,0,0,715,1000,15,3
86956982750,11,12,11,8,15,484,0,0,0,711,150,15,8
86956982750,7,13,11,21,14,2832,0,0,0,273,40,15,12
46359294662,10,3,10,23,43,2690,0,0,0,704,150,1,14
46359294662,5,4,10,5,20,1174,0,0,0,703,1000,1,5
46359294662,3,5,10,21,41,2446,0,3,10,708,0,1,12
46359294662,10,6,10,13,34,1635,0,0,0,713,120,1,6
46359294662,1,7,10,7,38,957,0,0,0,705,500,1,2
63413430333,9,25,1,4,21,1058,0,0,0,715,5000,13,1
63413430333,4,26,1,20,12,2552,0,0,0,702,200,13,15
63413430333,1,27,1,12,52,3180,0,0,0,706,500,13,6
63413430333,8,28,1,7,51,2987,0,0,0,714,1250,13,16
63413430333,7,29,1,17,7,953,0,0,0,294,60,13,3
20476286846,5,8,5,21,6,1234,0,0,0,703,1000,14,6
20476286846,3,9,5,2,35,3348,0,4,150,708,0,14,6
20476286846,7,10,5,13,41,2698,0,0,0,8,20,14,2
20476286846,10,11,5,18,27,122,0,0,0,713,90,14,10
20476286846,7,12,5,18,14,2699,0,0,0,336,40,14,5
99696774298,9,21,7,21,12,3410,0,0,0,715,5000,14,11
99696774298,11,22,7,5,29,2469,0,0,0,711,600,14,15
99696774298,11,23,7,6,45,3143,0,0,0,707,300,14,13
99696774298,11,24,7,23,24,3354,0,0,0,707,750,14,5
99696774298,3,25,7,4,53,3290,0,2,20,708,0,14,8
34819736362,9,2,4,12,56,2409,0,0,0,715,4000,13,14
34819736362,9,3,4,9,55,1028,0,0,0,715,1000,13,15
34819736362,1,4,4,12,49,272,0,0,0,705,500,13,14
34819736362,9,5,4,1,1,1200,0,0,0,715,4000,13,7
34819736362,8,6,4,20,18,3181,0,0,0,714,250,13,12
90917222591,9,14,10,17,25,705,0,0,0,715,2000,4,14
90917222591,4,15,10,12,32,2842,0,0,0,701,50,4,13
90917222591,6,16,10,17,22,2228,0,0,0,709,150,4,13
90917222591,1,17,10,1,4,2641,0,0,0,705,1500,4,2
90917222591,11,18,10,1,18,2499,0,0,0,707,750,4,14
30958615920,7,16,10,16,49,2959,0,0,0,175,40,11,4
30958615920,2,17,10,19,10,1641,156,0,0,510,1,11,4
30958615920,4,18,10,22,23,3163,0,0,0,701,250,11,15
30958615920,3,19,10,9,5,2611,0,1,50,708,0,11,5
30958615920,2,20,10,14,31,1641,229,0,0,120,1,11,4
52860040655,5,15,5,17,35,2120,0,0,0,703,250,13,15
52860040655,6,16,5,22,28,1425,0,0,0,712,450,13,2
52860040655,4,17,5,3,41,2665,0,0,0,702,150,13,15
52860040655,2,18,5,22,9,942,202,0,0,372,1,13,12
52860040655,9,19,5,4,58,2564,0,0,0,715,5000,13,1
78127914346,8,15,9,22,42,3058,0,0,0,714,1250,7,13
78127914346,10,16,9,12,25,649,0,0,0,713,120,7,14
78127914346,6,17,9,1,55,2448,0,0,0,712,150,7,6
78127914346,7,18,9,20,42,19,0,0,0,290,20,7,6
78127914346,1,19,9,23,20,1861,0,0,0,705,1500,7,8
76010464663,7,15,12,4,46,17,0,0,0,482,40,16,1
76010464663,10,16,12,2,18,242,0,0,0,713,150,16,15
76010464663,9,17,12,0,47,914,0,0,0,715,1000,16,10
76010464663,8,18,12,6,18,3010,0,0,0,714,1000,16,13
76010464663,2,19,12,17,30,1412,234,0,0,326,1,16,15
60731296777,10,30,4,11,16,2839,0,0,0,713,60,8,12
60731296777,5,1,5,23,18,2952,0,0,0,703,250,8,4
60731296777,8,2,5,12,39,45,0,0,0,714,250,8,14
60731296777,7,3,5,9,14,2527,0,0,0,617,60,8,13
60731296777,11,4,5,9,7,3036,0,0,0,707,300,8,4
43410873172,5,8,1,9,38,799,0,0,0,703,750,1,8
43410873172,2,9,1,9,40,1616,67,0,0,473,0,1,16
43410873172,10,10,1,19,34,7,0,0,0,713,60,1,14
43410873172,7,11,1,17,29,1502,0,0,0,264,80,1,14
43410873172,4,12,1,14,37,3389,0,0,0,702,150,1,4
68590761745,4,1,2,18,12,1336,0,0,0,702,150,3,11
68590761745,11,2,2,1,13,1512,0,0,0,711,150,3,8
68590761745,2,3,2,16,52,388,76,0,0,533,0,3,9
68590761745,9,4,2,9,29,1902,0,0,0,715,4000,3,13
68590761745,2,5,2,19,52,388,223,0,0,212,1,3,2
51625684025,4,1,4,6,13,1848,0,0,0,702,50,15,2
51625684025,1,2,4,11,38,765,0,0,0,706,500,15,7
51625684025,3,3,4,17,29,914,0,3,100,708,0,15,16
51625684025,4,4,4,15,46,517,0,0,0,702,150,15,16
51625684025,5,5,4,14,30,2398,0,0,0,703,250,15,12
55585169628,7,23,9,3,27,2894,0,0,0,571,60,14,10
55585169628,3,24,9,5,59,1429,0,2,5,708,0,14,9
55585169628,10,25,9,21,40,2095,0,0,0,713,60,14,4
55585169628,4,26,9,19,6,1609,0,0,0,701,250,14,5
55585169628,2,27,9,1,0,0,223,0,0,625,1,14,15
60007053340,9,4,9,10,9,136,0,0,0,715,5000,14,3
60007053340,4,5,9,19,10,3035,0,0,0,701,150,14,7
60007053340,8,6,9,17,16,480,0,0,0,714,250,14,13
60007053340,4,7,9,19,26,904,0,0,0,702,150,14,7
60007053340,8,8,9,6,16,2478,0,0,0,714,250,14,1
96970438070,3,19,4,1,23,2473,0,2,100,708,0,14,16
96970438070,11,20,4,16,8,1898,0,0,0,707,150,14,12
96970438070,4,21,4,8,47,2561,0,0,0,701,100,14,5
96970438070,10,22,4,17,10,1491,0,0,0,704,150,14,10
96970438070,9,23,4,20,13,3415,0,0,0,715,1000,14,4
12356324657,10,23,6,5,38,1467,0,0,0,713,30,10,10
12356324657,9,24,6,15,36,201,0,0,0,715,1000,10,2
12356324657,1,25,6,6,33,465,0,0,0,705,1000,10,4
